name,type,sido,sgg,addr,tel
AT주짓수,주짓수,전라남도,여수시,전라남도 여수시 무선로 6,0616537616
AWESOME 스포츠 아카데미 ,농구,경기도,성남시,경기도 성남시 분당구 백현로 97,
AY-GYM,복싱,경기도,안양시,경기도 안양시 동안구 평촌대로227번길 48,0313884855
AZIT 복싱짐 영종 하늘도시,복싱,인천광역시,중구,인천광역시 중구 하늘중앙로225번길 12,
AZIT복싱짐,복싱,충청북도,충주시,충청북도 충주시 형설로 62-13,
ActivCore운동센터,필라테스,전북특별자치도,전주시,전북특별자치도 전주시 완산구 효자로 178,0632537577
Adapfit 어댑핏스튜디오 대구점,기타종목,대구광역시,달성군,대구광역시 달성군 다사읍 대실역남로 18,
Adapfit 어댑핏스튜디오 부산점,기타종목,부산광역시,금정구,부산광역시 금정구 금샘로 361,
Adapfit 어댑핏스튜디오 서울점,헬스,서울특별시,강서구,서울특별시 강서구 마곡중앙8로5길 53,0266774545
Ardor spinningpilates,필라테스,부산광역시,연제구,부산광역시 연제구 반송로 33,0518688999
A미코스텔라 인라인클럽(인라인강습),롤러인라인,울산광역시,남구,울산광역시 남구 신복로72번길 28-23,
A클래스풋살클럽,축구,전북특별자치도,전주시,전라북도 전주시 덕진구 지행당길 114,
B basketball training,농구,전북특별자치도,전주시,전북특별자치도 전주시 완산구 어은로 55,0639037005
B.T.S유소년스포츠클럽,기타종목,경상남도,거제시,경상남도 거제시 거제중앙로 1739,
B9주짓수,주짓수,서울특별시,광진구,서울특별시 광진구 아차산로 483,
BAC센터,클라이밍,서울특별시,강북구,서울특별시 강북구 삼양로173길 52,029079224
BA복싱클럽,복싱,울산광역시,남구,울산 남구 왕생로,0522712770
BB 피트니스센터,헬스,전북특별자치도,정읍시,전라북도 정읍시 한솔로 7-16,
BBC농구교실,농구,경기도,화성시,경기도 화성시 반정로153번길 3-1,
BD Fitness(비디 피트니스),헬스,부산광역시,남구,부산광역시 남구 못골번영로50번길 20,
BEAT복싱,복싱,충청남도,천안시,충청남도 천안시 서북구 부성7길 3,0415236797
BEAT복싱 역곡,복싱,경기도,부천시,경기도 부천시 경인로536번길 49,
BJ필라테스,필라테스,전북특별자치도,군산시,전북특별자치도 군산시 월명로 199,
BK Fight GYM 울진본점,기타종목,경상북도,울진군,경상북도 울진군 울진읍 월변9길 13,0547811128
BK Fight GYM 후포점,기타종목,경상북도,울진군,경상북도 울진군 후포면 울진대게로 2,
BK복싱,복싱,울산광역시,동구,울산광역시 동구 동해안로 43,0522526989
BK복싱클럽,복싱,경상북도,김천시,경상북도 김천시 평화3길 34,
BK비스트GYM,복싱,경상남도,김해시,경상남도 김해시 진영읍 장등로 9,0553422589
BK승마랜드,승마,경상남도,김해시,경상남도 김해시 대동면 대동로 949-64,0553239688
BK축구센터,축구,경상북도,경산시,경상북도 경산시 경청로214길 2-5,
BK합기도 7관,합기도,경상남도,김해시,경상남도 김해시 분성로727번길 2,
BK합기도(고성),합기도,경상남도,고성군,경상남도 고성군 고성읍 중앙로 74,0556733680
BLSO 복싱 아카데미,복싱,울산광역시,북구,울산광역시 북구 상방로 147,0522872611
BL필라테스 화정점,필라테스,경기도,고양시,경기도 고양시 덕양구 화중로 54,0319382300
BM (비엠),헬스,경기도,성남시,경기도 성남시 분당구 분당로263번길 35,
BMP복싱,복싱,경기도,김포시,경기도 김포시 통진읍 조강로36번길 6,
BNGFC 축구클럽,축구,부산광역시,수영구,부산광역시 수영구 수영로 407,
BO Boxing Gym,복싱,경상북도,포항시,경상북도 포항시 북구 삼흥로 64,
BODY-XGYM,헬스,경기도,이천시,경기도 이천시 증신로153번길 25,
BOK댄스팩토리,댄스,전라남도,여수시,전라남도 여수시 도원로 256-1,0619204866
BOK태권도,태권도,세종특별자치시,세종시,세종특별자치시 보듬8로 39,0448668741
BPF아카데미,야구,서울특별시,강동구,서울특별시 강동구 상일로 17,
BR뇌교육 거제지점,기타종목,경상남도,거제시,경상남도 거제시 거제중앙로 1774,0556380076
BR뇌교육 동탄지점,기타종목,경기도,화성시,경기도 화성시 동탄원천로 163,03180557330
BR뇌교육 불당지점,기타종목,충청남도,천안시,충청남도 천안시 서북구 불당17길 27,0415543933
BR뇌교육 세종지점,기타종목,세종특별자치시,세종시,세종특별자치시 보듬3로 143,0447157720
BR뇌교육 용인신갈지점,기타종목,경기도,용인시,경기도 용인시 기흥구 구갈로60번길 15,0312867751
BS 블랙샤크 킥복싱 별관,복싱,서울특별시,마포구,서울특별시 마포구 월드컵북로44길 46,023076338
BS 블랙샤크 킥복싱 본관 ,기타종목,서울특별시,마포구,서울특별시 마포구 상암산로1길 69,
BS89축구클럽,축구(풋살),부산광역시,연제구,부산광역시 연제구 반송로 89,0519088989
BYN월곶복싱,복싱,경기도,시흥시,경기도 시흥시 월곶중앙로 63,0313177712
Bella벨리댄스,댄스(줌바 등),전라남도,나주시,전라남도 나주시 황동3길 50-13,0613336480
Best내유태권도장,태권도,경기도,고양시,경기도 고양시 덕양구 유산길 35,
BnM MMA멀티짐,복싱,인천광역시,남동구,인천광역시 남동구 청능대로 563,
B복싱다이어트,복싱,전북특별자치도,전주시,전라북도 전주시 완산구 서원로 290,0632249923
C J 용인대 TOP 태권도장,태권도,서울특별시,강서구,서울특별시 강서구 허준로 121,
CC클라이밍센터(3층),기타종목,경상북도,구미시,경상북도 구미시 야은로 299,
CHAN 복싱클럽,복싱,충청남도,천안시,충청남도 천안시 서북구 두정로 230,
CHA태권도,태권도,서울특별시,서초구,서울 서초구 서초1동 남부순환로339길 33,
CH복싱&크로스핏,복싱,경기도,부천시,경기도 부천시 원종로 30,
CH복싱짐,"복싱, 헬스",경기도,부천시,경기도 부천시 원미구 조마루로 365,0326129260
CK리틀석사체육관,태권도,경기도,남양주시,경기도 남양주시 오남읍 진건오남로 516-20,
CL요가 지행점,요가,경기도,동두천시,경기도 동두천시 중앙로 126,0318626688
CL클라이밍,클라이밍,경기도,화성시,경기도 화성시 동탄대로 446,
CL필라테스,필라테스,경기도,남양주시,경기도 남양주시 늘을2로 32,
CM 복싱 체육관,복싱,경기도,고양시,경기도 고양시 덕양구 서정마을1로 4-9,
CM건강운동센터 검단점,기타종목,인천광역시,서구,인천광역시 서구 이음5로 34,
CM승마,승마,경상북도,경산시,경북 경산시 압량면 현흥리,
CNC운동재활피트니스센터,종합체육시설,강원특별자치도,강릉시,강원특별자치도 강릉시 하평1길 16-5,
CSM BJJ 용천무예관,합기도,경상남도,거제시,경남 거제시 신현읍 장평리 ,0556320037
CS태권스쿨,태권도,경기도,평택시,경기도 평택시 막곡길 8,
CTA퍼스트태권도,태권도,경기도,성남시,경기도 성남시 수정구 수정로 291,
CTA퍼스트태권도,태권도,서울특별시,마포구,서울특별시 마포구 대흥로24길 24,
Chuncheon schroth pilates 춘천 슈로스 필라테스,필라테스,강원특별자치도,춘천시,강원특별자치도 춘천시 안마산로 199,0332639913
Ckgym 킥복싱 주짓수,복싱,경기도,화성시,경기도 화성시 봉담읍 와우로73번길 6,
DAFC더쎄짐,기타종목,서울특별시,강북구,서울특별시 강북구 한천로143길 22,0318235842
DAWA점핑다이어트,기타종목,부산광역시,해운대구,부산광역시 해운대구 해운대로76번길 60,0517826690
DCTRUE복싱크로스랩,복싱,경기도,파주시,경기도 파주시 청암로17번길 23,050713122212
DEVIL KIM,헬스,경기도,남양주시,경기도 남양주시 오남읍 진건오남로 545-5,0315292344
DK액션클럽,기타종목,충청남도,태안군,충청남도 태안군 태안읍 다락미1길 4,0416759776
DM헬스클럽,헬스,강원특별자치도,강릉시,강원특별자치도 강릉시 옥가로 43,
DM휘트니스,헬스,강원특별자치도,동해시,강원도 동해시 천곡로 68,0335321009
DNS댄스 스튜디오,댄스,경기도,남양주시,경기도 남양주시 다산중앙로171번길 32,
DNS댄스학원,댄스,경기도,남양주시,경기도 남양주시 늘을1로16번안길 1,0315930793
DSL농구클럽,농구,세종특별자치시,세종시,세종특별자치시 새롬중앙로 33,
DS복싱클럽,복싱,울산광역시,북구,울산광역시 북구 가재길 24,0522862611
DS짐,헬스,경기도,이천시,경기도 이천시 중리천로31번길 2,
DVS축구아카데미,축구,대전광역시,유성구,대전광역시 유성구 동서대로656번길 16-7,
DY댄스스튜디오학원,댄스,경기도,시흥시,경기도 시흥시 진말1로 18,
Dr K 종합체육관,기타종목,서울특별시,양천구,서울특별시 양천구 지양로 73,
DrK베이스볼퍼포먼스,야구,경상남도,김해시,경상남도 김해시 전하로198번길 82,
Dream of Judo 세종유도관,유도,세종특별자치시,세종시,세종특별자치시 보듬3로 100,
Dream of Judo 태평유도관,유도,대전광역시,중구,대전광역시 중구 평촌로 108,
D사커스포츠클럽,축구,울산광역시,울주군,울산광역시 울주군 온양읍 솔밭2길 38,
D파이널짐,기타종목,충청남도,홍성군,충청남도 홍성군 홍북읍 홍학로 81,
ECN태권도장,태권도,경기도,화성시,경기도 화성시 동탄대로시범길 122,
ED wings드론아카데미,기타종목,강원특별자치도,동해시,강원특별자치도 동해시 발한로 86,0335352130
EG태권도,태권도,부산광역시,북구,부산북구덕천3동,
EJ스포츠,롤러인라인,강원특별자치도,철원군,강원특별자치도 철원군 동송읍 금학로 166,
EPL축구교실,축구(풋살),경상북도,안동시,경상북도 안동시 옥동1길 55-6,
ES Sporex,헬스,강원특별자치도,정선군,강원도 정선군 정선읍 녹송로 96,0335638400
ESD복싱짐,복싱,경기도,오산시,경기도 오산시 수청로 199,07077691282
EVER FIT,헬스,경기도,안양시,경기도 안양시 동안구 평촌대로 132,
EXITO SPORTS엑시토스포츠,배구,경기도,하남시,경기도 하남시 미사동로40번길 191,
EXR스포츠센타,헬스,경상남도,진주시,경상남도 진주시 대신로 304,0557586100
EnS필라테스&요가,필라테스,경기도,파주시,경기도 파주시 문산읍 문향로 72-1,
F.TIGER 짐,기타종목,경기도,남양주시,경기도 남양주시 화도읍 창현로 15,
F45 제주,종합체육시설,제주특별자치도,제주시,제주특별자치도 제주시 중앙로 377,
FC CTS 유소년 축구클럽 청주점,축구,충청북도,청주시,충청북도 청주시 청원구 공항로 446,
FC DDOIT MISA,축구,경기도,하남시,경기도 하남시 미사강변한강로 135,0316990642
FC대전축구교실,축구(풋살),대전광역시,서구,대전광역시 서구 계백로 1149,
FC리틀슛,축구,부산광역시,북구,부산광역시 북구 화명대로 20,
FITNESS CLUB S 권선점,헬스,경기도,수원시,경기도 수원시 권선구 세권로195번길 13,
FITNESS이루다,헬스,대구광역시,달서구,대구광역시 달서구 한실로 65,
FLIP(플립),댄스,제주특별자치도,제주시,제주특별자치도 제주시 도령로 11,
FMS축구클럽,축구(풋살),인천광역시,부평구,인천광역시 부평구 가좌로84번길 57,0325727155
FSL축구클럽,축구(풋살),강원특별자치도,원주시,강원특별자치도 원주시 마재1로 36,
FST프리스타일축구트레이닝,축구(풋살),울산광역시,남구,울산광역시 남구 화합로224번길 8,
FUN&PLAY 운동발달센터,롤러인라인,울산광역시,울주군,울산 울주군 범서읍 구영리,
For All 태권도,태권도,충청북도,충주시,충북 충주시 연수동 두진1차아파트,
Four 9 필라테스,필라테스,강원특별자치도,춘천시,강원도 춘천시 퇴계로 249,0332649919
Four9 포나인필라테스 애막골,필라테스,강원특별자치도,춘천시,강원특별자치도 춘천시 후석로186번길 18,0332629919
Fun Kids 스포츠 아카데미,농구,인천광역시,연수구,인천광역시 연수구 새말로107번길 16,
